timestamp,Net Electricity Consumption-kWh,Self Consumption-kWh,Stored energy by community- kWh,Total Solar Generation-kWh,CO2-kg_co2,Price-$
2025-01-01T00:00:00,3.0,0.0,0.0,0.0,0.5121732354164124,0.24944999814033508
2025-01-01T00:15:00,2.75,0.0,0.0,0.0,0.469492107629776,0.22866249084472656
2025-01-01T00:30:00,3.0,0.0,0.0,0.0,0.5121732354164124,0.24944999814033508
2025-01-01T00:45:00,2.75,0.0,0.0,0.0,0.469492107629776,0.22866249084472656
2025-01-01T01:00:00,3.0,0.0,0.0,0.0,0.47195714712142944,0.24944999814033508
2025-01-01T01:15:00,3.0,0.0,0.0,0.0,0.47195714712142944,0.24944999814033508
2025-01-01T01:30:00,3.5,0.0,0.0,0.0,0.5506166815757751,0.29102498292922974
2025-01-01T01:45:00,4.0,0.0,0.0,0.0,0.6292762160301208,0.3325999975204468
2025-01-01T02:00:00,3.75,0.0,0.0,0.0,0.5793845653533936,0.3184875249862671
2025-01-01T02:15:00,4.0,0.0,0.0,0.0,0.6180102229118347,0.3397200107574463
2025-01-01T02:30:00,4.25,0.0,0.0,0.0,0.6566358804702759,0.3609524965286255
2025-01-01T02:45:00,4.25,0.0,0.0,0.0,0.6566358804702759,0.3609524965286255
2025-01-01T03:00:00,5.0,0.0,0.0,0.0,0.754724383354187,0.42465001344680786
2025-01-01T03:15:00,4.25,0.0,0.0,0.0,0.6415157318115234,0.3609524965286255
2025-01-01T03:30:00,4.25,0.0,0.0,0.0,0.6415157318115234,0.3609524965286255
2025-01-01T03:45:00,3.75,0.0,0.0,0.0,0.5660432577133179,0.3184875249862671
2025-01-01T04:00:00,3.75,0.0,0.0,0.0,0.5693244934082031,0.3184875249862671
2025-01-01T04:15:00,3.25,0.0,0.0,0.0,0.49341458082199097,0.2760224938392639
2025-01-01T04:30:00,2.75,0.0,0.0,0.0,0.4175046384334564,0.23355750739574432
2025-01-01T04:45:00,3.0,0.0,0.0,0.0,0.4554595947265625,0.2547900080680847
2025-01-01T05:00:00,2.75,0.0,0.0,0.0,0.43474259972572327,0.23355750739574432
2025-01-01T05:15:00,3.25,0.0,0.0,0.0,0.5137867331504822,0.2760224938392639
2025-01-01T05:30:00,3.0,0.0,0.0,0.0,0.4742646813392639,0.2547900080680847
2025-01-01T05:45:00,3.25,0.0,0.0,0.0,0.5137867331504822,0.2760224938392639
2025-01-01T06:00:00,3.5,0.0,0.0,0.0,0.5667877793312073,0.29102498292922974
2025-01-01T06:15:00,4.25,0.0,0.0,0.0,0.6882423162460327,0.3533875048160553
2025-01-01T06:30:00,5.25,0.0,0.0,0.0,0.8501816987991333,0.436537504196167
2025-01-01T06:45:00,5.25,0.0,0.0,0.0,0.8501816987991333,0.436537504196167
2025-01-01T07:00:00,5.5,0.0,0.0,0.0,0.9039028286933899,0.4573249816894531
2025-01-01T07:15:00,6.25,0.0,0.0,0.0,1.0271623134613037,0.5196874737739563
2025-01-01T07:30:00,7.75,0.0,0.0,0.0,1.2736812829971313,0.6444125175476074
2025-01-01T07:45:00,6.75,0.0,0.0,0.0,1.1093353033065796,0.5612624883651733
2025-01-01T08:00:00,6.00166654586792,0.0,0.0,-0.0008333333535119891,1.1463072299957275,0.49903857707977295
2025-01-01T08:15:00,6.5316667556762695,0.0,0.0,-0.015833333134651184,1.247536301612854,0.5431081056594849
2025-01-01T08:30:00,5.576666355133057,0.0,0.0,-0.038333334028720856,1.065132975578308,0.4636998176574707
2025-01-01T08:45:00,5.393333435058594,0.0,0.0,-0.0716666653752327,1.0301166772842407,0.44845566153526306
2025-01-01T09:00:00,3.848134994506836,0.0,0.0,-0.2668648362159729,0.7807822227478027,0.319972425699234
2025-01-01T09:15:00,3.1814827919006348,0.0,0.0,-0.4935171604156494,0.6455192565917969,0.26454028487205505
2025-01-01T09:30:00,3.3038158416748047,0.0,0.0,-0.8261842727661133,0.6703404784202576,0.27471229434013367
2025-01-01T09:45:00,3.8448171615600586,0.0,0.0,-0.937682569026947,0.7801090478897095,0.3196965456008911
2025-01-01T10:00:00,5.62782096862793,0.0,0.0,-1.207179069519043,1.1980037689208984,0.46795332431793213
2025-01-01T10:15:00,3.5546364784240723,0.0,0.0,-2.0278635025024414,0.7566814422607422,0.2955680191516876
2025-01-01T10:30:00,1.3001196384429932,0.0,0.0,-2.499880313873291,0.27675867080688477,0.10810494422912598
2025-01-01T10:45:00,1.1801316738128662,0.0,0.0,-2.749868392944336,0.2512166202068329,0.09812794625759125
2025-01-01T11:00:00,2.8836963176727295,0.0,0.0,-2.758803606033325,0.6508788466453552,0.23977935314178467
2025-01-01T11:15:00,5.91438102722168,0.0,0.0,-2.810619354248047,1.3349344730377197,0.4917807877063751
2025-01-01T11:30:00,2.492485523223877,0.0,0.0,-2.942514419555664,0.5625786781311035,0.20725016295909882
2025-01-01T11:45:00,1.534327745437622,0.0,0.0,-3.0131723880767822,0.3463129997253418,0.12757934629917145
2025-01-01T12:00:00,1.005486249923706,0.0,0.0,-3.2195136547088623,0.23589500784873962,0.08360618352890015
2025-01-01T12:15:00,1.2651901245117188,0.0,0.0,-3.2373099327087402,0.2968235909938812,0.10520055890083313
2025-01-01T12:30:00,3.808415651321411,0.0,0.0,-3.316584348678589,0.893484354019165,0.316669762134552
2025-01-01T12:45:00,1.0857622623443604,0.0,0.0,-3.3667376041412354,0.25472840666770935,0.09028112888336182
2025-01-01T13:00:00,1.2821965217590332,0.0,0.0,-3.202803611755371,0.31139513850212097,0.10661464184522629
2025-01-01T13:15:00,1.0777792930603027,0.0,0.0,-3.2847208976745605,0.2617502510547638,0.08961734920740128
2025-01-01T13:30:00,2.052753210067749,0.0,0.0,-3.2397468090057373,0.49853309988975525,0.17068642377853394
2025-01-01T13:45:00,1.5504491329193115,0.0,0.0,-2.3370509147644043,0.37654316425323486,0.1289198398590088
2025-01-01T14:00:00,1.8489959239959717,0.0,0.0,-3.118504285812378,0.44789940118789673,0.15374401211738586
2025-01-01T14:15:00,1.4231224060058594,0.0,0.0,-2.8218774795532227,0.34473609924316406,0.1183326244354248
2025-01-01T14:30:00,1.5707621574401855,0.0,0.0,-2.649237632751465,0.38050025701522827,0.13060887157917023
2025-01-01T14:45:00,2.2360825538635254,0.0,0.0,-2.5064172744750977,0.5416669845581055,0.1859302669763565
2025-01-01T15:00:00,1.7556841373443604,0.0,0.0,-2.4243156909942627,0.4260699450969696,0.14598514139652252
2025-01-01T15:15:00,2.1652615070343018,0.0,0.0,-2.2497384548187256,0.5254663228988647,0.18004149198532104
2025-01-01T15:30:00,2.9033761024475098,0.0,0.0,-1.7441238164901733,0.7045921683311462,0.24141572415828705
2025-01-01T15:45:00,5.767798900604248,0.0,0.0,-0.9997008442878723,1.399731159210205,0.4795924723148346
2025-01-01T16:00:00,6.161758899688721,0.0,0.0,-1.1007407903671265,1.5111693143844604,0.5123502612113953
2025-01-01T16:15:00,4.322601318359375,0.0,0.0,-0.8623985052108765,1.0601165294647217,0.35942429304122925
2025-01-01T16:30:00,4.907897472381592,0.0,0.0,-0.4221022427082062,1.203660249710083,0.40809166431427
2025-01-01T16:45:00,5.3255462646484375,0.0,0.0,-0.20195408165454865,1.3060884475708008,0.44281917810440063
2025-01-01T17:00:00,6.4033331871032715,0.0,0.0,-0.07666666805744171,1.5761609077453613,0.5324371457099915
2025-01-01T17:15:00,5.801666736602783,0.0,0.0,-0.025833332911133766,1.4280625581741333,0.4824085831642151
2025-01-01T17:30:00,5.753333568572998,0.0,0.0,-0.0016666667070239782,1.4161654710769653,0.4783896803855896
2025-01-01T17:45:00,6.75,0.0,0.0,0.0,1.661491870880127,0.5612624883651733
2025-01-01T18:00:00,6.5,0.0,0.0,0.0,1.577936053276062,0.5404750108718872
2025-01-01T18:15:00,6.75,0.0,0.0,0.0,1.6386258602142334,0.5612624883651733
2025-01-01T18:30:00,7.0,0.0,0.0,0.0,1.6993157863616943,0.5820499658584595
2025-01-01T18:45:00,6.5,0.0,0.0,0.0,1.577936053276062,0.5404750108718872
2025-01-01T19:00:00,6.0,0.0,0.0,0.0,1.44905686378479,0.49889999628067017
2025-01-01T19:15:00,5.0,0.0,0.0,0.0,1.2075473070144653,0.41574999690055847
2025-01-01T19:30:00,5.0,0.0,0.0,0.0,1.2075473070144653,0.41574999690055847
2025-01-01T19:45:00,4.5,0.0,0.0,0.0,1.0867925882339478,0.3741750121116638
2025-01-01T20:00:00,5.5,0.0,0.0,0.0,1.3397400379180908,0.4573249816894531
2025-01-01T20:15:00,5.75,0.0,0.0,0.0,1.4006372690200806,0.47811248898506165
2025-01-01T20:30:00,4.5,0.0,0.0,0.0,1.0961508750915527,0.3741750121116638
