timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-06-21T18:15:00,-3.6994080543518066,3.005000114440918,3.005000114440918,-6.704408168792725
2025-06-21T18:30:00,-2.696798801422119,2.7300000190734863,2.7300000190734863,-5.4267988204956055
2025-06-21T18:45:00,-1.6233820915222168,2.8299999237060547,2.8299999237060547,-4.4533820152282715
2025-06-21T19:00:00,-3.725666046142578,2.5250000953674316,2.5250000953674316,-6.25066614151001
2025-06-21T19:15:00,-2.1488218307495117,2.434999942779541,2.434999942779541,-4.583821773529053
2025-06-21T19:30:00,-2.3341898918151855,2.4825000762939453,2.4825000762939453,-4.816689968109131
2025-06-21T19:45:00,-0.19637465476989746,3.505000114440918,3.505000114440918,-3.7013747692108154
2025-06-21T20:00:00,0.0,3.2799999713897705,3.2799999713897705,-0.0
2025-06-21T20:15:00,0.0,3.434999942779541,3.434999942779541,-0.0
2025-06-21T20:30:00,0.0,3.3299999237060547,3.3299999237060547,-0.0
2025-06-21T20:45:00,0.0,2.700000047683716,2.700000047683716,-0.0
2025-06-21T21:00:00,0.0,2.565000057220459,2.565000057220459,-0.0
2025-06-21T21:15:00,0.0,2.252500057220459,2.252500057220459,-0.0
2025-06-21T21:30:00,0.0,2.0,2.0,-0.0
2025-06-21T21:45:00,0.0,2.5,2.5,-0.0
2025-06-21T22:00:00,0.0,2.75,2.75,-0.0
2025-06-21T22:15:00,0.0,2.5,2.5,-0.0
2025-06-21T22:30:00,0.0,2.25,2.25,-0.0
2025-06-21T22:45:00,0.0,2.25,2.25,-0.0
2025-06-21T23:00:00,0.0,2.25,2.25,-0.0
2025-06-21T23:15:00,0.0,2.0,2.0,-0.0
2025-06-21T23:30:00,0.0,2.25,2.25,-0.0
2025-06-21T23:45:00,0.0,2.0,2.0,-0.0
2025-06-22T00:00:00,0.0,2.25,2.25,-0.0
2025-06-22T00:15:00,2.25,2.25,2.25,-0.0
2025-06-22T00:30:00,2.0,2.0,2.0,-0.0
2025-06-22T00:45:00,2.25,2.25,2.25,-0.0
2025-06-22T01:00:00,2.25,2.25,2.25,-0.0
2025-06-22T01:15:00,2.25,2.25,2.25,-0.0
2025-06-22T01:30:00,2.25,2.25,2.25,-0.0
2025-06-22T01:45:00,2.25,2.25,2.25,-0.0
2025-06-22T02:00:00,2.5,2.5,2.5,-0.0
2025-06-22T02:15:00,2.5,2.5,2.5,-0.0
2025-06-22T02:30:00,2.25,2.25,2.25,-0.0
2025-06-22T02:45:00,2.0,2.0,2.0,-0.0
2025-06-22T03:00:00,2.0,2.0,2.0,-0.0
2025-06-22T03:15:00,2.25,2.25,2.25,-0.0
2025-06-22T03:30:00,2.0,2.0,2.0,-0.0
2025-06-22T03:45:00,1.75,1.75,1.75,-0.0
2025-06-22T04:00:00,2.0,2.0,2.0,-0.0
2025-06-22T04:15:00,2.0,2.0,2.0,-0.0
2025-06-22T04:30:00,1.75,1.75,1.75,-0.0
2025-06-22T04:45:00,2.0,2.0,2.0,-0.0
2025-06-22T05:00:00,2.0,2.0,2.0,-0.0
2025-06-22T05:15:00,2.0,2.0,2.0,-0.0
2025-06-22T05:30:00,2.0,2.0,2.0,-0.0
2025-06-22T05:45:00,1.75,1.75,1.75,-0.0
2025-06-22T06:00:00,2.0,2.0,2.0,-0.0
2025-06-22T06:15:00,1.745240569114685,1.7675000429153442,1.7675000429153442,-0.022259490564465523
2025-06-22T06:30:00,1.7330018281936646,1.8125,1.8125,-0.07949818670749664
2025-06-22T06:45:00,1.7146437168121338,1.8799999952316284,1.8799999952316284,-0.16535621881484985
2025-06-22T07:00:00,1.5017679929733276,1.7450000047683716,1.7450000047683716,-0.24323204159736633
2025-06-22T07:15:00,1.7527060508728027,2.125,2.125,-0.37229394912719727
2025-06-22T07:30:00,2.25411319732666,2.819999933242798,2.819999933242798,-0.5658867955207825
2025-06-22T07:45:00,1.756097674369812,2.5950000286102295,2.5950000286102295,-0.8389023542404175
2025-06-22T08:00:00,2.467217445373535,3.7300000190734863,3.7300000190734863,-1.2627824544906616
2025-06-22T08:15:00,1.9560236930847168,3.6500000953674316,3.6500000953674316,-1.6939764022827148
2025-06-22T08:30:00,1.4436302185058594,3.615000009536743,3.615000009536743,-2.171369791030884
2025-06-22T08:45:00,0.4316365718841553,3.065000057220459,3.065000057220459,-2.6333634853363037
2025-06-22T09:00:00,0.17446660995483398,3.112499952316284,3.112499952316284,-2.93803334236145
2025-06-22T09:15:00,0.0,3.0975000858306885,3.0975000858306885,-3.3958475589752197
2025-06-22T09:30:00,0.0,3.0850000381469727,3.0850000381469727,-3.8560214042663574
2025-06-22T09:45:00,0.0030813217163085938,4.264999866485596,4.264999866485596,-4.261918544769287
2025-06-22T10:00:00,0.0,3.6700000762939453,3.6700000762939453,-4.721587657928467
2025-06-22T10:15:00,0.0,2.815000057220459,2.815000057220459,-5.100658416748047
2025-06-22T10:30:00,0.0,3.7049999237060547,3.7049999237060547,-5.474930763244629
2025-06-22T10:45:00,0.0,5.602499961853027,5.602499961853027,-5.856400489807129
2025-06-22T11:00:00,0.0,4.90500020980835,4.90500020980835,-5.677196979522705
2025-06-22T11:15:00,0.0,4.207499980926514,4.207499980926514,-5.945323467254639
2025-06-22T11:30:00,0.0,3.740000009536743,3.740000009536743,-6.195723056793213
2025-06-22T11:45:00,0.0,6.244999885559082,6.244999885559082,-6.421747207641602
2025-06-22T12:00:00,0.0,5.212500095367432,5.212500095367432,-6.661581516265869
2025-06-22T12:15:00,0.0,3.6649999618530273,3.6649999618530273,-6.842347621917725
2025-06-22T12:30:00,0.0,3.992500066757202,3.992500066757202,-6.911530017852783
2025-06-22T12:45:00,0.0,3.559999942779541,3.559999942779541,-6.971785545349121
2025-06-22T13:00:00,0.0,3.825000047683716,3.825000047683716,-6.802756309509277
2025-06-22T13:15:00,0.0,5.105000019073486,5.105000019073486,-6.8288373947143555
2025-06-22T13:30:00,0.0,3.875,3.875,-6.846224308013916
2025-06-22T13:45:00,0.0,3.3550000190734863,3.3550000190734863,-6.8288373947143555
2025-06-22T14:00:00,0.0,2.8575000762939453,2.8575000762939453,-6.834590435028076
2025-06-22T14:15:00,0.0,2.8350000381469727,2.8350000381469727,-6.815019607543945
2025-06-22T14:30:00,0.0,3.299999952316284,3.299999952316284,-6.784575939178467
2025-06-22T14:45:00,0.0,3.5,3.5,-6.741085052490234
2025-06-22T15:00:00,-3.3635451793670654,3.194999933242798,3.194999933242798,-6.558545112609863
2025-06-22T15:15:00,-2.693319797515869,3.2750000953674316,3.2750000953674316,-5.968319892883301
2025-06-22T15:30:00,-3.171292781829834,2.9600000381469727,2.9600000381469727,-6.131292819976807
2025-06-22T15:45:00,-1.830247402191162,3.125,3.125,-4.955247402191162
2025-06-22T16:00:00,-2.6440844535827637,3.3299999237060547,3.3299999237060547,-5.974084377288818
2025-06-22T16:15:00,-1.461306095123291,3.8499999046325684,3.8499999046325684,-5.311305999755859
2025-06-22T16:30:00,-1.468672752380371,3.7699999809265137,3.7699999809265137,-5.238672733306885
2025-06-22T16:45:00,-0.3609435558319092,3.4749999046325684,3.4749999046325684,-3.8359434604644775
2025-06-22T17:00:00,-0.5343418121337891,3.1675000190734863,3.1675000190734863,-3.7018418312072754
2025-06-22T17:15:00,0.0,3.299999952316284,3.299999952316284,-3.0329649448394775
2025-06-22T17:30:00,0.0,4.03000020980835,4.03000020980835,-2.4696998596191406
2025-06-22T17:45:00,0.0,2.765000104904175,2.765000104904175,-2.1826515197753906
2025-06-22T18:00:00,-0.424609899520874,3.0799999237060547,3.0799999237060547,-3.5046098232269287
2025-06-22T18:15:00,-2.0194168090820312,2.7300000190734863,2.7300000190734863,-4.749416828155518
2025-06-22T18:30:00,-1.7700552940368652,2.4574999809265137,2.4574999809265137,-4.227555274963379
2025-06-22T18:45:00,-1.0229816436767578,2.6875,2.6875,-3.710481643676758
2025-06-22T19:00:00,-2.2607553005218506,2.507499933242798,2.507499933242798,-4.768255233764648
2025-06-22T19:15:00,-1.5348906517028809,2.5374999046325684,2.5374999046325684,-4.072390556335449
2025-06-22T19:30:00,0.0,3.319999933242798,3.319999933242798,-2.5936777591705322
2025-06-22T19:45:00,0.0,2.990000009536743,2.990000009536743,-1.5498806238174438
2025-06-22T20:00:00,0.0,3.7325000762939453,3.7325000762939453,-0.0
2025-06-22T20:15:00,0.0,3.865000009536743,3.865000009536743,-0.0
2025-06-22T20:30:00,0.0,3.2325000762939453,3.2325000762939453,-0.0
2025-06-22T20:45:00,0.0,2.744999885559082,2.744999885559082,-0.0
2025-06-22T21:00:00,0.0,2.5899999141693115,2.5899999141693115,-0.0
2025-06-22T21:15:00,0.0,2.007499933242798,2.007499933242798,-0.0
2025-06-22T21:30:00,0.0,2.25,2.25,-0.0
2025-06-22T21:45:00,0.0,2.25,2.25,-0.0
2025-06-22T22:00:00,0.0,2.25,2.25,-0.0
2025-06-22T22:15:00,0.0,2.25,2.25,-0.0
2025-06-22T22:30:00,0.0,2.25,2.25,-0.0
2025-06-22T22:45:00,0.0,2.25,2.25,-0.0
2025-06-22T23:00:00,0.0,2.25,2.25,-0.0
2025-06-22T23:15:00,0.0,2.5,2.5,-0.0
2025-06-22T23:30:00,0.0,2.5,2.5,-0.0
2025-06-22T23:45:00,2.25,2.25,2.25,-0.0
2025-06-23T00:00:00,2.25,2.25,2.25,-0.0
2025-06-23T00:15:00,2.25,2.25,2.25,-0.0
2025-06-23T00:30:00,2.25,2.25,2.25,-0.0
2025-06-23T00:45:00,2.25,2.25,2.25,-0.0
2025-06-23T01:00:00,2.5,2.5,2.5,-0.0
2025-06-23T01:15:00,2.25,2.25,2.25,-0.0
2025-06-23T01:30:00,2.25,2.25,2.25,-0.0
2025-06-23T01:45:00,2.25,2.25,2.25,-0.0
2025-06-23T02:00:00,2.25,2.25,2.25,-0.0
2025-06-23T02:15:00,2.25,2.25,2.25,-0.0
2025-06-23T02:30:00,2.25,2.25,2.25,-0.0
